Id,group,sex,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18
2200360,Sci,boy,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,"09.10.2020
Bkash=6,570/-
College=4,620/-
Hostel=1,950/-",Less 30% in Tuition fee for Oct/20.,"08/11/2020
By bkash
C=4620
H=1950
T=6570","26/01/21
4059
Dec + Janu/21
Paid in Janu/21","26/01/21
4059
Dec + Janu/21
Paid in Janu/21","10/02/21
By bkash
C=12620
H=1950
T=14570
",,,"04/05/21
By bkash
C=11620
H=5850
T=17470","03/06/21
4261
"
2200361,Sci,G,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"25/01/21
3772
O/fee=8000
Dec/20
Janu=3620 Due=1000
Paid in Janu/21",,,,"15/10/20
3770","15/11/2020
3771
","25/01/21
3772
O/fee=8000
Dec/20
Janu=3620 Due=1000
Paid in Janu/21","25/01/21
3772
O/fee=8000
Dec/20
Janu=3620 Due=1000
Paid in Janu/21",,,,
2200362,Sci,boy,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"27/01/21
40907
O/fee=8000
Oct=2000 Due=2620
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
40907
O/fee=8000
Oct=2000 Due=2620
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,,,"27/01/21
40907
O/fee=8000
Oct=2000 Due=2620
Paid in janu/21",,,,,
2200363,Sci,boy,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"30/12/2020
5162
Oct to Dec/20
O/fee With
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"30/12/2020
5162
Oct to Dec/20
O/fee With
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"30/12/2020
5162
Oct to Dec/20
O/fee With
Paid in Dec/20","30/12/2020
5162
Oct to Dec/20
O/fee With
Paid in Dec/20","26/01/21
5163
",,,,,"03/06/21
5164
Feb/21 to April/21"
2200364,Sci,boy,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"28.09.2020
5138",Less 30% in Tuition fee for Oct/20.,"15.10.2020
5139
Oct/20
Less=30%",Less 30% in Tuition fee for Oct/20.,"15/11/2020
5140","13/12/2020
5141
","18/01/2021
5142",,"03/03/21
5143 + 5144
Feb/21 + March/21",,"09/05/21
5145
","01/06/21
5146
June/21"
2200365,Sci,boy,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"25/01/21
5090
O/fee8000
Oct + Nov/20
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"25/01/21
5090
O/fee8000
Oct + Nov/20
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"25/01/21
5090
O/fee8000
Oct + Nov/20
Paid in janu/21",,"25/01/21
5090
O/fee8000
Oct + Nov/20
Paid in janu/21","10/02/21
5091",,"12/04/21
5292
Feb/21 + March/21",,"06/06/21
5093
April + may/21"
2200366,Sci,G,"15/09/2020
5,500/-",,"15/09/2020
5,500/-",,"15/09/2020
5,500/-
27/01/21
3554
S/c=2000
Oct/20
Paid in Janu/21",,,,,,"27/01/21
3554
S/c=2500
Oct/20
Paid in Janu/21",,,"27/01/21
3554
S/c=2000
Oct/20
Nov=380 Due=4240
Paid in Janu/21","10/02/21
3555
Up to ov/20",,,"09/05/21
By bkash
C=24980"
2200367,Sci,G,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/11/2020
3578
Oct/20
O/fee8,000/-
Paid to Nov/2020",,,,"15/11/2020
3578
Oct/20
O/fee8,000/-
Paid to Nov/2020","15/11/2020
3578
Oct/20
O/fee8,000/-",,,"10/02/21
3579/81/81
Up to Janu/21",,,
2200368,Sci,G,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"06/12/2020
3458
O/fee With
Oct/20
Paid in Dec/20",,,,"06/12/2020
3458
O/fee With
Oct/20
Paid in Dec/20","19/01/2021
3459
Nov + Dec/20
Paid in Janu/21","06/12/2020
3458
O/fee With
Oct/20
Paid in Dec/20
19/01/2021
3459
Nov + Dec/20
Paid in Janu/21","19/01/2021
3459
Nov + Dec/20
Paid in Janu/21","10/02/21
3460
Janu/21",,"04/04/2021
3461
Feb + March/21",
2200369,Sci,G,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"21/01/2021
3818
Oct to Janu/21
O/fee=8000
Paid in Janu/21",,,,"21/01/2021
3818
Oct to Janu/21
O/fee=8000
Paid in Janu/21","21/01/2021
3818
Oct to Janu/21
O/fee=8000
Paid in Janu/21","21/01/2021
3818
Oct to Janu/21
O/fee=8000
Paid in Janu/21","21/01/2021
3818
Oct to Janu/21
O/fee=8000
Paid in Janu/21",,,,
2200370,Sci,G,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"15/09/2020
7,500/-",,"30/01/21
3506
O/fee=8000
Oct to Dec/20
Paid in Janu/21",,,,"30/01/21
3506
O/fee=8000
Oct to Dec/20
Paid in Janu/21","30/01/21
3506
O/fee=8000
Oct to Dec/20
Paid in Janu/21","30/01/21
3506
O/fee=8000
Oct to Dec/20
Paid in Janu/21","30/01/21
3506
O/fee=8000
Oct to Dec/20
Paid in Janu/21",,,,
2200371,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"24/01/2021
3675
Nov + Dec/21
O/fee=8000
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"09/11/2020
3650
Oct/20
Paid to Nov/20",Less 30% in Tuition fee for Oct/20.,"09/11/2020
3650
Oct/20","10/12/2020
By bkash
C=4620
Nov/20
Paid in Dec/20
O/fee  Dec/20 Due

13/01/2021
By bkash
C=4620
H=0
Dec/21
Paid in janu/21","13/01/2021
By bkash
C=4620
H=0
Dec/21
Paid in janu/21
27/01/21
3651
O/fee=8000
Janu/21
Paid in janu/21",,,,"06/05/21
By bkash
C=13860
","05/06/21
3652
Up to June/21"
2200372,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"24/01/2021
3675
Nov + Dec/21
O/fee=8000
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"07/11/2020
3674
Oct/2020
Paid to Nov/2020",Less 30% in Tuition fee for Oct/20.,"07/11/2020
3674
Oct/2020
24/01/2021
3675
Nov + Dec/21
O/fee=8000
Paid in Janu/21","24/01/2021
3675
Nov + Dec/21
O/fee=8000
Paid in Janu/21","24/01/2021
3675
Nov + Dec/21
O/fee=8000
Paid in Janu/21",,"03/03/21
8676
Janu + Feb/21",,,"05/06/21
3677"
2200373,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"27/01/21
3866
O/fee=3760 Due=4240
Oct + Nov/20
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
3866
O/fee=3760 Due=4240
Oct + Nov/20
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
3866
O/fee=3760 Due=4240
Oct + Nov/20
Paid in Janu/21",,"27/01/21
3866
O/fee=3760 Due=4240
Oct + Nov/20
Paid in Janu/21",,,,,
2200374,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,"10.10.2020
Bkash=4,620/-",Less 30% in Tuition fee for Oct/20.,"09/11/2020
By bkash
C=4620","15/12/2020
By bkash
C=4620
H=0
O/fee Due","18/01/2021
By bkash
C=4620
","10/02/21
4466
O/fee=8000",,"25/04/21
By bkash
C=4620
H=0
Feb/21",,"05/06/21
4467
"
2200375,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,,,,,,
2200376,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,"27/01/21
4514
Oct to Janu/21
Paid In Januu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
4514
Oct to Janu/21
Paid In Januu/21","27/01/21
4514
Oct to Janu/21
Paid In Januu/21","27/01/21
4514
Oct to Janu/21
Paid In Januu/21","10/02/21
4515",,,,"06/06/21
4516
Up to May/21"
2200377,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"27/01/21
3627
O/fee=8000
Nov to Dec/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"10/11/2020
3626
Oct/2020
Paid to Nov/2020
",Less 30% in Tuition fee for Oct/20.,"10/11/2020
3626
Oct/2020
27/01/21
3627
O/fee=8000
Nov to Dec/21
Paid in Janu/21","27/01/21
3627
O/fee=8000
Nov to Dec/21
Paid in Janu/21","27/01/21
3627
O/fee=8000
Nov to Dec/21
Paid in Janu/21",,,,,"10/06/21
3628
Up to May/21"
2200378,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"27/01/21
4322
O/fee=8000
Oct to Janu/21
Paid In Janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
4322
O/fee=8000
Oct to Janu/21
Paid In Janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
4322
O/fee=8000
Oct to Janu/21
Paid In Janu/21","27/01/21
4322
O/fee=8000
Oct to Janu/21
Paid In Janu/21","27/01/21
4322
O/fee=8000
Oct to Janu/21
Paid In Janu/21",,,,,"05/06/21
4323
"
2200379,Sci,G,"16/09/2020
1,500/-",,"08/10/20
4082
Paid to oct/20",,"08/10/20
4082
Paid to oct/20",,"08/10/20
4082
Paid to oct/20",,,,"08/10/20
4082
S/c=5000
Dev=1000
O/fee=8000
Oct=4620",,"26/01/21
Nov + Dec/21
Paid in Janu/21","26/01/21
Nov + Dec/21
Paid in Janu/21",,,,
2200380,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"18.10.2020
4539
Others fee=8,000/-",Less 30% in Tuition fee for Oct/20.,"11.10.2020
4538
Oct/20 (Less=30%)
Others fee due by P.sir

18.10.2020
4539
Others fee=8,000/-",Less 30% in Tuition fee for Oct/20.,"09/11/2020
4540
","09/12/2020
4541
","09/01/21
46542
","09/02/21
4543","09/03/21
4544",,,"07/06/21
4545/46/47

"
2200381,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"30/01/21
3842
O/fee=8000
Nov to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"30/01/21
3842
O/fee=8000
Nov to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"30/01/21
3842
O/fee=8000
Nov to Janu/21
Paid in Janu/21","30/01/21
3842
O/fee=8000
Nov to Janu/21
Paid in Janu/21","30/01/21
3842/3843
O/fee=8000
Nov to Janu/21
Paid in Janu/21",,,,,
2200382,Sci,G,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"04/01/2021
4813
Janu/21
O/fee=2000 Due=6000
Paid in Janu/21
03/02/21
4014
O/fee=6000
Feb/21
Paid in Feb/21",,,,"03/10/20
4010
","09/11/2020
4011
","06/12/020
4012
O/fee Due","04/01/2021
4813
Janu/21
O/fee=2000 Due=6000
Paid in Janu/21","03/02/21
4014
O/fee=6000
Feb/21
Paid in Feb/21","04/03/21
4015",,
2200383,Sci,boy,"16/09/2020
2,500/-",,"16/09/2020
2,500/-",,"06/12/2020
3723
17,620/-
O/fee With
S/c With
Oct /20
Paid in Dec/20",,"06/12/2020
3723
17,620/-
O/fee With
S/c With
Oct /20
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"06/12/2020
3723
17,620/-
O/fee With
S/c With
Oct /20
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"24/01/2021
3722
Nov to Janu/21
Paid in Janu/21","06/12/2020
3723
O/fee With
S/c With
Oct /20
24/01/2021
3722
Nov to Janu/21
Paid in Janu/21","24/01/2021
3722
Nov to Janu/21
Paid in Janu/21",,,,,
2200384,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"27/01/21
5042
O/fee=4760 Due=340
Oct + Nov/20
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
5042
O/fee=4760 Due=340
Oct + Nov/20
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
5042
O/fee=4760 Due=340
Oct + Nov/20
Paid in janu/21",,"27/01/21
5042
O/fee=4760 Due=3420
Oct + Nov/20
Paid in janu/21",,,,,"06/06/21
5043
O/fee=3240
Dec/20 t+Janu/21
Feb=1380 Due=3240"
2200385,Sci,boy,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,"16/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,"11.10.2020
5066
Oct/20 (Less=30%)
Others fee due by P.sir",Less 30% in Tuition fee for Oct/20.,"27/01/21
5067
Nov + Dec/20
Paid in Janu/21","27/01/21
5067
Nov + Dec/20
Paid in Janu/21","27/01/21
5067
Nov + Dec/20
Paid in Janu/21","10/02/21
5068",,,"02/05/21
5069
Feb + March/21","06/06/21
5070
April + May/21"
2200386,Sci,G,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"03/01/21
6872
O/fee=8000
Oct to Janu/21
Paid in Jnau/21",,,,"03/01/21
6872
O/fee=8000
Oct to Janu/21
Paid in Jnau/21","03/01/21
6872
O/fee=8000
Oct to Janu/21
Paid in Jnau/21","03/01/21
6872
O/fee=8000
Oct to Janu/21
Paid in Jnau/21","03/01/21
6872
O/fee=8000
Oct to Janu/21
Paid in Jnau/21",,,,
2200387,Sci,G,"17/09/2020
1,500/-",,"27/01/2021
8553
Ded fee=1000
S/c=5000
O/fee=4000
Paid in Janu/21",,"27/01/2021
8553
Dev fee=1000
S/c=5000
O/fee=4000
Paid in Janu/21",,"27/01/2021
8553
Dev fee=1000
S/c=5000
O/fee=4000
Paid in Janu/21",,,,,,,"27/01/2021
8553
Ded fee=1000
S/c=5000
O/fee=4000
Paid in Janu/21",,,,
2200388,Sci,boy,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,"20/01/2021
4442
Oct + Nov/20
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"20/01/2021
4442
Oct + Nov/20
Paid in Janu/21","20/01/2021
4442
Oct + Nov/20
Paid in Janu/21
30/01/21
4444
Dec + Janu/21
Paid in janu/21","20/01/2021
4442
Oct + Nov/20
Paid in Janu/21
30/01/21
4444
Dec + Janu/21
Paid in janu/21",,,,,"07/06/21
4445
Up to May/21"
2200389,Sci,boy,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,,,,,,
2200390,Sci,G,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,,,,,,,,"26/01/21
56550
Oct/20 to Janu/21
O/fee=6520 Due=1480/-",,,,
2200391,Sci,boy,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"21.10.2020
3746
Oct/20 (Less=30%)
Others fee=8,000/-",Less 30% in Tuition fee for Oct/20.,"21.10.2020
3746
Oct/20 (Less=30%)
Others fee=8,000/-",Less 30% in Tuition fee for Oct/20.,,,"25/01/21
3747
",,,,,
2200392,Sci,boy,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"18.10.2020
4394
Oct/20 Less=30%
Others fee",Less 30% in Tuition fee for Oct/20.,"18.10.2020
4394
Oct/20 Less=30%
Others fee",Less 30% in Tuition fee for Oct/20.,"17/11/2020
4395","10/01/2021
Dec + Janu/21
Paid in Janu/21","10/01/2021
Dec + Janu/21
Paid in Janu/21",,"27/03/2021
4397
Feb/21",,,
2200393,Sci,boy,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,,"10/02/21
40917",,,,
2200394,Sci,boy,"17/09/2020
6,000/-",,"17/09/2020
6,000/-",,"17/09/2020
6,000/-",,,Less 30% in Tuition fee for Oct/20.,"01/12/2020
4346
Oct/20
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"17/12/2020
4347
O/fee=8,000/-
Nov + Dec/20
Paid in Dec/20","01/12/2020
4346
Oct/20
17/12/2020
4347
O/fee=8,000/-
Nov + Dec/20
Paid in Dec/20","25/01/21
4348","10/02/21
4349",,,"23/05/21
4350
Up to May/21","03/06/21
4351"
2200395,Sci,boy,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"22.10.2020
5114
Oct/20=2,000/-
Less=30% (Due=2,620/-)
Others fee=8,000/-

26/01/21
5116
O/fee 2620
Nov + Dec/20
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"22.10.2020
5114
Oct/20=2,000/-
Less=30% (Due=2,620/-)
Others fee=8,000/-

28/11/2020
5115
Oct=2620
Paid in nov/20",Less 30% in Tuition fee for Oct/20.,"28/11/2020
5115
Oct=2620
Nov=2000 Due-2620","26/01/21
5116
O/fee 2620
Nov + Dec/20
Paid in janu/21","26/01/21
5116
O/fee 2620
Dec + Janu/21
Paid in janu/21",,,"03/04/2021
5118
Up to March/21",,
2200396,Sci,boy,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,"17/09/2020
7,500/-",,,Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,,,,,,
2200397,Sci,boy,"17/09/2020
15,500/-",,"17/09/2020
15,500/-",,"17/09/2020
15,500/-",,"17/09/2020
15,500/-",Less 30% in Tuition fee for Oct/20.,"28/01/21
3962
Oct to Janu/21
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"28/01/21
3962
Oct to Janu/21
Paid in janu/21","28/01/21
3962
Oct to Janu/21
Paid in janu/21","28/01/21
3962
Oct to Janu/21
Paid in janu/21",,,,,"07/06/21
3963
"
2200398,Sci,boy,"19/09/2020
7,500/-",,"19/09/2020
7,500/-",,"19/09/2020
7,500/-",,"27/01/21
4178
O/fee=8000
Oct + Nov
Dec=2760 Due=1860
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
4178
O/fee=8000
Oct + Nov
Dec=2760 Due=1860
Paid in janu/21",Less 30% in Tuition fee for Oct/20.,"27/01/21
4178
O/fee=8000
Oct + Nov
Dec=2760 Due=1860
Paid in janu/21","27/01/21
4178
O/fee=8000
Oct + Nov
Dec=2760 Due=1860
Paid in janu/21","27/01/21
4178
O/fee=8000
Oct + Nov
Dec=2760 Due=1860
Paid in janu/21",,,,,
2200399,Sci,G,"19/09/2020
7,500/-",,"19/09/2020
7,500/-",,"19/09/2020
7,500/-",,"08/11/2020
4154
Oct + Nov/2020
O/fee
Paid to Nov/2020",,,,"08/11/2020
4154
Oct + Nov/2020
O/fee
Paid to Nov/2020","08/11/2020
4154
Oct + Nov/2020
O/fee","08/12/2020
4155","06/01/2021
4156","16/02/21
4157
","16/03/21
4158
",,
2200400,Sci,G,"20/09/2020
3481
7,500/-",,"20/09/2020
3481
7,500/-",,"20/09/2020
3481
7,500/-",,"26/01/21
6513
O/fee=8000
Oct to Janu/21
Paid in Janu/21",,,,"26/01/21
6513
O/fee=8000
Oct to Janu/21
Paid in Janu/21","26/01/21
6513
O/fee=8000
Oct to Janu/21
Paid in Janu/21","26/01/21
6513
O/fee=8000
Oct to Janu/21
Paid in Janu/21","26/01/21
6513
O/fee=8000
Oct to Janu/21
Paid in Janu/21",,,,
2200401,Sci,boy,"21/09/2020
3001
7,500/-",,"21/09/2020
3001
7,500/-",,"21/09/2020
3001
7,500/-",,"11/02/21
3004
O/fee=8000
Paid in Feb/21",Less 30% in Tuition fee for Oct/20.,"08/11/2020
3002
Oct + Nov/2020
Paid to Nov/2020",Less 30% in Tuition fee for Oct/20.,"08/11/2020
3002
Oct + Nov/2020","26/01/21
3003
Dec + Janu/21
Paid in Janu/21","26/01/21
3003
Dec + Janu/21
Paid in Janu/21","11/02/21
3004
O/fee=8000
Paid in Feb/21",,,,
2200402,Sci,boy,"21/09/2020
3529
7,500/-",,"21/09/2020
3529
7,500/-",,"21/09/2020
3529
7,500/-",,,Less 30% in Tuition fee for Oct/20.,,Less 30% in Tuition fee for Oct/20.,,,,,,,,
2200403,Sci,boy,"07.10.2020
5497
12,000/-",,"07.10.2020
5497
12,000/-",,"07.10.2020
5497
12,000/-",,"07.10.2020
5497
O/fee=4500/- Due3500
12,000/-
24/01/2021
5498
O/fee=3500
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"24/01/2021
5498
O/fee=3500
Oct to Janu/21
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"24/01/2021
5498
O/fee=3500
Oct to Janu/21
Paid in Janu/21","24/01/2021
5498
O/fee=3500
Oct to Janu/21
Paid in Janu/21","24/01/2021
5498
O/fee=3500
Oct to Janu/21
Paid in Janu/21",,,"12/04/21
5499
Feb to April/21",,"03/06/21
5500
May + June/21"
2200404,Sci,boy,"08.10.2020
4105
9,000/-",,"08.10.2020
4105
9,000/-",,"08.10.2020
4105
9,000/-",,"08.10.2020
4105
9,000/-
28/01/21
4106
O/fee=6500
Oct/20
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,"28/01/21
4106
O/fee=6500
Oct/20
Paid in Janu/21",Less 30% in Tuition fee for Oct/20.,,,"28/01/21
4106
O/fee=6500
Oct/20
Paid in Janu/21",,,,,"07/06/21
4107
Nov/20 to Feb/21"
2200405,Sci,boy,"12.10.2020
4129
7,500/-",,"12.10.2020
4129
7,500/-",,"12.10.2020
4129
7,500/-",,"05/12/2020
4131
O/fee With
Nov to Janu/21
Paid in Dec/20",Less 30% in Tuition fee for Oct/20.,"12.10.2020
Campus-01
4130
Oct/20 (Less=30%)",Less 30% in Tuition fee for Oct/20.,"05/12/2020
4131
O/fee With
Nov to Janu/21
Paid in Dec/20","05/12/2020
4131
O/fee With
Nov to Janu/21","05/12/2020
4131
O/fee With
Nov to Janu/21
Paid in Dec/20",,,"04/04/2021
4132
Up to May/21",,"03/06/21
4133
June + July/21"
2200406,Sci,boy,"13/04/2021
9391
Add=7500
O/fee=190 Due=7810
April/21=2310",,"13/04/2021
9391
Add=7500
O/fee=190 Due=7810
April/21=2310",,,,,,,,,,,,,,,
2200407,Sci,boy,"04/05/21
9271
Addmn=7500
O/fee=8000
May/21=4620
Total=20,120/-",,"04/05/21
9271
Addmn=7500
O/fee=8000
May/21=4620
Total=20,120/-",,"04/05/21
9271
Addmn=7500
O/fee=8000
May/21=4620
Total=20,120/-",,"04/05/21
9271
Addmn=7500
O/fee=8000
May/21=4620
Total=20,120/-",,,,,,,,,,"04/05/21
9271
Addmn=7500
O/fee=8000
May/21=4620
Total=20,120/-","02/06/21
9272
"
